h_booking_id,booking_datetime,checkin_date,checkout_date,hotel_id,hotel_country_code,hotel_live_date,hotel_star_rating,accommadation_type_name,charge_option,h_customer_id,customer_nationality,guest_is_not_the_customer,guest_nationality_country_name,no_of_adults,no_of_children,no_of_extra_bed,no_of_room,origin_country_code,language,original_selling_amount,original_payment_method,original_payment_type,original_payment_currency,is_user_logged_in,cancellation_policy_code,is_first_booking,request_nonesmoke,request_latecheckin,request_highfloor,request_largebed,request_twinbeds,request_airport,request_earlycheckin,cancellation_datetime,hotel_area_code,hotel_brand_code,hotel_chain_code,hotel_city_code
-9.20404E+18,07/08/2018 13:22,11/09/2018 00:00,15/09/2018 00:00,3948405,JP,24/12/2017 09:22,4,Hotel,Pay Now,4.12011E+18,Indonesia,1,Indonesia,2,0,0,1,ID,English,578,Visa,Credit Card,IDR,FALSE,36D100P_100P,FALSE,1,0,0,0,1,0,0,,945,797,425,1403
-9.20324E+18,26/03/2018 10:18,09/07/2018 00:00,12/07/2018 00:00,2465465,US,09/09/2017 04:41,4,Resort,Pay Now,2.30275E+18,United States of America,0,United States,4,0,0,1,US,English,469.41,Visa,Credit Card,USD,FALSE,3D1N_1N,TRUE,0,0,0,0,0,0,0,28/03/2018,4647,,,1867
-9.2032E+18,11/08/2018 21:49,15/08/2018 00:00,18/08/2018 00:00,2472684,CN,11/07/2017 08:14,3,Guest House / Bed & Breakfast,Pay Now,1.99623E+17,China,0,China,2,0,0,1,CN,S.Chinese / Mainland,146.43,WeChat,Credit Card,CNY,FALSE,1D1N_1N,TRUE,1,0,0,1,0,0,0,,2511,,,472
-9.202E+18,11/07/2018 18:28,07/08/2018 00:00,08/08/2018 00:00,648499,TW,06/06/2014 08:20,4,Hotel,Pay Now,2.08466E+18,UNKNOWN,0,Taiwan,4,0,0,1,TW,T. Chinese / Taiwan,123.28,Visa,Credit Card,TWD,TRUE,7D1N_100P,TRUE,,,,,,,,,4264,,,1952
-9.20193E+18,22/09/2018 05:10,22/09/2018 00:00,23/09/2018 00:00,176292,US,18/06/2014 23:22,2.5,Resort,Pay Now,2.61744E+18,United States of America,0,United States,4,0,0,1,US,English,107.81,Visa,Credit Card,USD,FALSE,365D100P_100P,TRUE,,,,,,,,,1939,,,129
-9.20128E+18,26/08/2018 07:06,27/08/2018 00:00,28/08/2018 00:00,548893,MY,22/07/2014 13:03,2,Hotel,Pay Now,9.20993E+18,Malaysia,0,Malaysia,2,0,0,1,MY,English,19.13,Visa,Credit Card,MYR,TRUE,3D1N_1N,FALSE,1,0,0,0,1,0,0,,2553,,94,2667
-9.20125E+18,13/08/2018 07:29,13/08/2018 00:00,14/08/2018 00:00,3846841,MY,29/12/2017 07:53,0,Guest House / Bed & Breakfast,Pay Now,4.58017E+18,Malaysia,1,Malaysia,2,0,0,1,MY,English,12.72,MasterCard,Credit Card,MYR,FALSE,1D100P_100P,FALSE,1,0,0,0,0,0,0,,4683,,,2480
-9.2011E+18,12/08/2018 18:57,18/08/2018 00:00,20/08/2018 00:00,921923,JP,25/05/2015 09:38,3,Resort,Pay Later,8.97581E+18,South Korea,0,South Korea,2,0,0,1,KR,Korean,303.83,Visa,Credit Card,KRW,TRUE,1D100P_100P,FALSE,,,,,,,,13/08/2018,1567,,,2198
-9.20079E+18,17/07/2018 22:53,02/08/2018 00:00,04/08/2018 00:00,1270365,JP,26/07/2016 06:35,4,Hotel,Pay Later,3.80131E+18,South Korea,0,South Korea,2,0,0,1,KR,Korean,146.74,MasterCard,Credit Card,KRW,TRUE,1D1N_100P,FALSE,1,0,0,0,0,0,0,,88,797,425,2567
-9.20008E+18,06/08/2018 12:48,13/08/2018 00:00,14/08/2018 00:00,239349,MY,24/11/2010 07:09,4,Hotel,Pay Now,1.10637E+18,Malaysia,1,Malaysia,2,0,0,1,MY,English,89.64,American Express,Credit Card,MYR,TRUE,365D100P_100P,FALSE,1,0,0,1,0,0,0,,383,,,2797
-9.19948E+18,05/07/2018 21:37,09/07/2018 00:00,11/07/2018 00:00,48363,VN,15/05/2010 09:01,5,Hotel,Pay Now,2.09522E+17,Vietnam,1,China,2,0,0,1,VN,T.Chinese / Hongkong,214.93,Alipay,Credit Card,CNY,TRUE,365D100P_100P,FALSE,0,0,1,0,1,0,0,,4735,,,1046
-9.19914E+18,19/09/2018 08:15,19/09/2018 00:00,20/09/2018 00:00,4125717,CN,17/01/2018 04:52,4.5,Hotel,Pay Now,6.13764E+18,China,1,China,2,0,0,1,CN,S.Chinese / Mainland,103.06,Visa,Credit Card,USD,TRUE,1D100P_100P,FALSE,1,0,0,0,0,0,0,,655,274,537,2632
-9.19912E+18,08/09/2018 17:19,09/09/2018 00:00,10/09/2018 00:00,1990934,MY,09/02/2017 21:58,0,Guest House / Bed & Breakfast,Pay Now,7.47755E+18,India,0,India,1,0,0,1,MY,English,2.89,UNKNOWN,Credit Card,INR,TRUE,2D100P,FALSE,1,0,0,0,0,0,0,08/09/2018,3302,,,2240
-9.19897E+18,27/04/2018 22:48,19/09/2018 00:00,21/09/2018 00:00,1402638,PH,19/10/2016 20:59,3.5,Hotel,Pay Later,2.04514E+18,Taiwan,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,192.04,Visa,Credit Card,TWD,TRUE,21D50P_14D100P_100P,FALSE,,,,,,,,10/07/2018,601,,,995
-9.19861E+18,17/07/2018 15:29,07/08/2018 00:00,08/08/2018 00:00,460603,JP,24/04/2013 08:55,2.5,Hotel,Pay Now,1.09848E+18,Taiwan,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,59.62,MasterCard,Credit Card,TWD,TRUE,3D100P_100P,FALSE,,,,,,,,21/07/2018,160,155,320,502
-9.19801E+18,28/07/2018 13:25,14/09/2018 00:00,16/09/2018 00:00,336340,TH,08/06/2012 15:46,4,Hotel,Pay Now,-3.72007E+18,Malaysia,0,Malaysia,4,0,0,2,MY,English,160.2,Visa,Credit Card,MYR,FALSE,365D100P_100P,FALSE,1,0,0,1,0,0,1,,4568,,,44
-9.19725E+18,14/05/2018 21:27,01/07/2018 00:00,02/07/2018 00:00,10636,TH,14/10/2010 07:08,4,Hotel,Pay Later,3.38658E+18,Indonesia,0,Indonesia,4,0,0,2,ID,English,112.8,Visa,Credit Card,IDR,TRUE,1D1N_1N,FALSE,1,0,0,0,1,0,0,,4785,,,2477
-9.19676E+18,22/07/2018 07:38,22/07/2018 00:00,23/07/2018 00:00,4959616,KH,30/05/2018 17:20,3,Hotel,Pay Now,4.87725E+17,Thailand,0,Thailand,2,0,0,1,KH,Korean,7.6,Visa,Credit Card,KRW,FALSE,1D1N_1N,FALSE,,,,,,,,,5621,,,2402
-9.19648E+18,12/07/2018 11:00,13/07/2018 00:00,16/07/2018 00:00,1622255,PH,23/11/2016 10:33,2.5,Hostel,Pay Now,8.97152E+18,United States of America,0,United States,2,0,0,1,US,English,120.99,Visa,Credit Card,PHP,FALSE,14D100P_100P,TRUE,,,,,,,,,2527,,,173
-9.19643E+18,12/12/2017 18:46,29/06/2018 00:00,04/07/2018 00:00,444719,JP,22/03/2013 10:04,2,Hostel,Pay Later,9.02322E+18,Taiwan,0,Taiwan,1,0,0,1,TW,T. Chinese / Taiwan,131.43,Visa,Credit Card,TWD,FALSE,3D100P_100P,TRUE,0,0,0,0,0,0,0,28/01/2018,4463,,,2567
-9.19635E+18,10/07/2018 21:37,10/08/2018 00:00,12/08/2018 00:00,1273500,TW,21/10/2016 16:16,4,Hotel,Pay Later,8.4748E+18,Taiwan,0,Taiwan,4,0,0,1,TW,T. Chinese / Taiwan,267.24,MasterCard,Credit Card,TWD,TRUE,7D1N_100P,TRUE,1,0,0,0,0,0,0,12/07/2018,456,,,162
-9.19594E+18,27/12/2017 13:02,12/07/2018 00:00,15/07/2018 00:00,788445,PH,07/01/2015 11:36,2.5,Hotel,Pay Later,3.75828E+18,China,0,China,4,0,0,2,CN,S.Chinese / Mainland,331.32,Visa,Credit Card,CNY,TRUE,7D1N_3D100P_100P,FALSE,,,,,,,,13/02/2018,1070,,,173
-9.1957E+18,15/07/2018 19:22,26/07/2018 00:00,30/07/2018 00:00,193528,SG,08/03/2013 10:04,5,Hotel,Pay Now,7.48475E+18,Sri Lanka,1,Sri Lanka,2,0,0,1,LK,English,726.81,American Express,Credit Card,USD,TRUE,365D100P_100P,FALSE,0,0,0,1,0,0,0,,2868,666,312,437
-9.19523E+18,07/09/2018 16:33,14/09/2018 00:00,16/09/2018 00:00,248072,MY,15/01/2011 07:29,3,Hotel,Pay Now,5.09228E+18,Malaysia,0,Malaysia,2,0,0,1,MY,English,215.96,Visa,Credit Card,MYR,TRUE,3D1N_1N,FALSE,1,0,0,1,0,0,0,,5845,,,656
-9.19485E+18,31/08/2018 15:36,31/08/2018 00:00,01/09/2018 00:00,443855,MY,13/11/2013 08:04,2,Hotel,Pay Now,2.40018E+18,Malaysia,0,Malaysia,1,0,0,1,MY,English,12.46,Visa,Credit Card,MYR,FALSE,1D1N_1N,FALSE,,,,,,,,,5137,,,2797
-9.19481E+18,06/06/2018 15:03,11/07/2018 00:00,12/07/2018 00:00,42490,JP,28/06/2013 10:05,3,Hotel,Pay Now,2.58345E+18,Taiwan,0,Taiwan,1,0,0,1,TW,T. Chinese / Taiwan,86.34,JCB,Credit Card,JPY,TRUE,1D1N_1N,FALSE,,,,,,,,,411,777,181,1403
-9.19475E+18,17/08/2018 14:45,18/08/2018 00:00,19/08/2018 00:00,1157339,ID,06/01/2016 11:56,4,Hotel,Pay Now,2.70791E+18,Indonesia,0,Indonesia,2,0,0,1,ID,English,38.82,MasterCard,Credit Card,IDR,TRUE,3D1N_100P,FALSE,,,,,,,,,1510,170,547,997
-9.19471E+18,27/06/2018 13:43,09/07/2018 00:00,15/07/2018 00:00,10644,TH,28/06/2009 02:02,4,Hotel,Pay Now,3.84965E+18,South Korea,1,South Korea,2,0,0,1,KR,Korean,336,MasterCard,Credit Card,KRW,TRUE,365D100P_100P,FALSE,,,,,,,,27/06/2018,5458,,,2477
-9.19444E+18,19/08/2018 15:28,31/08/2018 00:00,01/09/2018 00:00,1160939,KR,21/01/2016 13:24,4,Hotel,Pay Now,5.73151E+18,Taiwan,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,68.63,MasterCard,Credit Card,TWD,TRUE,3D1N_1N,FALSE,,,,,,,,,2484,,,2799
-9.19406E+18,04/09/2018 16:41,11/09/2018 00:00,13/09/2018 00:00,301688,PH,23/10/2014 08:04,3,Hotel,Pay Now,3.9261E+18,Australia,0,Australia,2,0,0,1,AU,English,96.64,MasterCard,Credit Card,AUD,FALSE,7D1N_100P,FALSE,,,,,,,,,4105,,,577
-9.194E+18,03/07/2018 23:28,08/08/2018 00:00,13/08/2018 00:00,1007,SG,28/06/2009 02:02,4,Hotel,Pay Now,6.0952E+18,Singapore,1,India,2,0,0,1,SG,English,702.25,MasterCard,Credit Card,SGD,FALSE,365D100P_100P,FALSE,,,,,,,,,2713,931,1,437
-9.19394E+18,28/08/2018 14:49,05/09/2018 00:00,06/09/2018 00:00,569776,TW,04/03/2014 09:43,2,Guest House / Bed & Breakfast,Pay Now,7.70066E+18,Taiwan,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,61.88,Visa,Credit Card,TWD,TRUE,3D1N_100P,FALSE,1,0,0,1,0,0,0,,5686,,,689
-9.19294E+18,17/05/2018 13:32,27/09/2018 00:00,30/09/2018 00:00,70215,PH,20/07/2013 10:07,4,Resort,Pay Later,3.96868E+16,Australia,0,Australia,2,0,0,1,AU,English / Australia,285.33,MasterCard,Credit Card,HKD,FALSE,60D100P_100P,FALSE,,,,,,,,,1070,,,173
-9.19222E+18,02/07/2018 19:24,02/07/2018 00:00,04/07/2018 00:00,444969,TH,21/03/2013 10:04,3,Hotel,Pay Now,6.05714E+18,Czech Republic,0,Czech Republic,2,0,0,1,TH,English,37.06,MasterCard,Credit Card,EUR,TRUE,1D1N_1N,FALSE,0,0,0,0,0,0,0,,2964,,,2477
-9.19218E+18,10/06/2018 19:36,30/08/2018 00:00,02/09/2018 00:00,3072757,JP,02/11/2017 12:05,3,Hotel,Pay Now,5.6567E+18,Hong Kong,0,Hong Kong,3,0,0,1,HK,T.Chinese / Hongkong,369.85,MasterCard,Credit Card,HKD,TRUE,1D100P,FALSE,0,0,0,0,0,0,0,,302,150,654,2249
-9.19212E+18,15/08/2018 14:04,14/09/2018 00:00,16/09/2018 00:00,2231668,JP,09/05/2017 10:27,3.5,Hotel,Pay Later,4.05499E+17,Hong Kong,0,Hong Kong,2,0,0,1,HK,T.Chinese / Hongkong,296.25,MasterCard,Credit Card,HKD,TRUE,1D100P_100P,FALSE,,,,,,,,23/08/2018,5812,52,583,1403
-9.19206E+18,13/07/2018 16:48,14/07/2018 00:00,15/07/2018 00:00,109878,SG,28/06/2009 02:02,2,Hotel,Pay Now,1.24775E+18,Malaysia,0,Malaysia,2,0,0,1,MY,English,101.72,MasterCard,Credit Card,MYR,TRUE,365D100P_100P,FALSE,,,,,,,,,1873,508,678,437
-9.19202E+18,20/08/2018 17:42,21/08/2018 00:00,22/08/2018 00:00,2659348,CN,29/08/2017 02:25,5,Hotel,Pay Now,7.7241E+18,UNKNOWN,1,China,2,0,0,1,US,S.Chinese / Mainland,214.18,WeChat,Credit Card,CNY,TRUE,365D100P_100P,FALSE,0,0,0,0,0,0,0,21/08/2018,1681,,,1273
-9.19139E+18,11/08/2018 10:07,21/08/2018 00:00,22/08/2018 00:00,272584,TW,15/06/2011 09:28,5,Hotel,Pay Later,5.28739E+18,Taiwan,1,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,157.73,Visa,Credit Card,TWD,FALSE,3D50P_1D100P_100P,FALSE,,,,,,,,,2952,,,689
-9.19128E+18,02/07/2018 21:32,04/07/2018 00:00,07/07/2018 00:00,4217072,VN,17/01/2018 13:52,3,Hotel,Pay Now,2.25021E+18,Finland,0,Finland,2,0,0,1,SG,Finnish,66,MasterCard,Credit Card,EUR,TRUE,3D100P,FALSE,,,,,,,,,2226,,,1354
-9.19119E+18,18/06/2018 09:47,07/09/2018 00:00,09/09/2018 00:00,2411232,US,30/08/2017 00:49,4,Hotel,Pay Later,3.00339E+18,United States of America,0,United States,2,0,0,1,US,English,340.14,MasterCard,Credit Card,USD,FALSE,2D1N_1N,FALSE,0,0,0,0,0,0,0,05/09/2018,5540,753,548,202
-9.19047E+18,30/08/2018 11:27,20/09/2018 00:00,23/09/2018 00:00,243048,DE,01/12/2010 11:14,4,Hotel,Pay Now,7.22907E+18,Japan,0,Japan,1,0,0,1,JP,Japanese,614.81,Visa,Credit Card,JPY,TRUE,22D100P,FALSE,1,0,0,1,0,0,0,,897,465,596,2656
-9.18996E+18,18/09/2018 15:37,18/09/2018 00:00,19/09/2018 00:00,626311,VN,23/05/2014 13:38,2,Hotel,Pay Now,2.67715E+18,Vietnam,1,Vietnam,2,0,0,1,VN,Vietnamese,14.89,MasterCard,Credit Card,VND,TRUE,1D1N_1N,FALSE,,,,,,,,,2101,,,505
-9.18963E+18,27/07/2018 19:03,10/08/2018 00:00,11/08/2018 00:00,398123,PH,11/09/2012 13:59,3,Guest House / Bed & Breakfast,Pay Now,8.30211E+18,China,0,China,3,0,0,1,CN,S.Chinese / Mainland,42.37,Alipay,Credit Card,CNY,TRUE,365D100P_100P,FALSE,1,0,0,0,1,0,0,,1411,,,1405
-9.18961E+18,30/05/2018 20:51,23/08/2018 00:00,27/08/2018 00:00,1131815,TH,13/11/2015 17:17,4,Hotel,Pay Later,5.67198E+18,Taiwan,0,China,4,0,0,2,TW,T. Chinese / Taiwan,410.48,Visa,Credit Card,TWD,TRUE,7D1N_100P,FALSE,1,0,1,1,0,0,0,30/05/2018,5891,,,2477
-9.18924E+18,08/08/2018 21:00,15/09/2018 00:00,16/09/2018 00:00,2690932,JP,08/09/2017 09:43,3,Capsule Hotel,Pay Later,6.22788E+18,Japan,0,Japan,1,0,0,1,JP,Japanese,45.58,Visa,Credit Card,JPY,FALSE,1D1N_1N,FALSE,1,0,0,1,0,0,0,,302,486,588,2249
-9.18903E+18,12/08/2018 18:15,16/08/2018 00:00,18/08/2018 00:00,4857412,JP,02/04/2018 09:29,3,Resort,Pay Later,8.97581E+18,South Korea,0,South Korea,2,0,0,1,KR,Korean,598.26,Visa,Credit Card,KRW,TRUE,1D20P_100P,FALSE,0,0,0,1,0,0,0,12/08/2018,1567,,,2198
-9.18892E+18,12/07/2018 00:32,12/07/2018 00:00,13/07/2018 00:00,3067343,TW,02/11/2017 11:41,4.5,Hotel,Pay Now,8.72846E+17,Singapore,0,Singapore,4,0,0,2,SG,English / United Kingdom,244.12,MasterCard,Credit Card,SGD,FALSE,1D100P,TRUE,0,0,0,1,0,0,0,,2900,,,892
-9.18891E+18,16/07/2018 18:03,09/08/2018 00:00,13/08/2018 00:00,544942,TW,29/10/2013 13:03,3,Hotel,Pay Now,7.43549E+17,Singapore,0,Singapore,2,0,0,1,SG,English,264.24,MasterCard,Credit Card,SGD,TRUE,365D100P_100P,FALSE,,,,,,,,,2287,,,162
-9.18864E+18,17/08/2018 21:11,18/08/2018 00:00,19/08/2018 00:00,4167960,KR,17/01/2018 09:58,2.5,Hotel,Pay Now,1.62004E+18,South Korea,1,South Korea,2,0,0,1,KR,Korean,97.13,MasterCard,Credit Card,KRW,FALSE,3D100P_100P,FALSE,1,0,0,0,0,0,0,,4350,,,731
-9.18809E+18,02/09/2018 02:11,09/09/2018 00:00,10/09/2018 00:00,2273134,US,20/05/2017 21:54,0,Hotel,Pay Now,9.7451E+17,United States of America,0,United States,1,0,0,1,US,English,90,American Express,Credit Card,USD,FALSE,1D100P,FALSE,1,0,0,1,0,0,0,,5581,,,1936
-9.18771E+18,18/07/2018 17:59,18/07/2018 00:00,19/07/2018 00:00,2154418,MY,01/04/2017 22:32,0,Home,Pay Now,7.95959E+18,South Korea,0,South Korea,3,0,0,1,MY,Korean,39.62,UNKNOWN,Credit Card,KRW,TRUE,1D100P,FALSE,,,,,,,,19/07/2018,2809,,,608
-9.18763E+18,19/07/2018 04:28,18/08/2018 00:00,20/08/2018 00:00,1965806,JP,26/01/2017 23:38,3,Hotel,Pay Later,7.26542E+18,Japan,0,Japan,1,0,0,1,JP,Japanese,166.68,Visa,Credit Card,JPY,FALSE,0D100P_100P,FALSE,,,,,,,,11/08/2018,4344,777,181,220
-9.18754E+18,05/09/2018 22:25,06/09/2018 00:00,07/09/2018 00:00,3070582,MY,02/11/2017 11:56,3,Hotel,Pay Now,2.53355E+16,Malaysia,0,Malaysia,4,0,0,1,SG,English,33.81,MasterCard,Credit Card,MYR,FALSE,2D100P,TRUE,,,,,,,,07/09/2018,4364,,,1315
-9.18742E+18,24/07/2018 09:50,05/09/2018 00:00,08/09/2018 00:00,186901,TH,19/06/2010 07:38,4,Hotel,Pay Now,2.91752E+18,Singapore,1,Singapore,2,0,0,1,SG,English,276.15,American Express,Credit Card,SGD,FALSE,365D100P_100P,FALSE,1,0,0,1,0,0,0,,4785,,,2477
-9.18738E+18,16/08/2018 22:34,20/08/2018 00:00,09/09/2018 00:00,5662762,RU,14/08/2018 13:55,5,Apartment,Pay Now,4.0765E+18,United States of America,0,United States,2,0,0,1,RU,English,2636.4,Visa,Credit Card,USD,TRUE,7D50P_100P,FALSE,,,,,,,,01/09/2018,811,,,2448
-9.18712E+18,25/07/2018 23:22,26/07/2018 00:00,02/08/2018 00:00,3523927,AZ,21/11/2017 16:30,4,Hotel,Pay Now,5.32362E+18,United Arab Emirates,0,United Arab Emirates,1,0,0,1,AE,English,1445.5,Visa,Credit Card,AED,FALSE,2D100P,TRUE,,,,,,,,27/09/2018,5524,334,537,257
-9.18703E+18,03/08/2018 17:05,04/08/2018 00:00,08/08/2018 00:00,519425,AU,28/08/2013 11:42,2.5,Hotel,Pay Now,3.64599E+17,United States of America,0,United States,2,0,0,1,US,English,255.29,MasterCard,Credit Card,AUD,FALSE,1D1N_100P,TRUE,,,,,,,,,3980,433,16,1673
-9.18684E+18,27/08/2018 20:48,13/09/2018 00:00,14/09/2018 00:00,276206,JP,21/06/2011 16:26,4,Hotel,Pay Later,7.87163E+18,Hong Kong,0,Hong Kong,3,0,0,1,HK,T.Chinese / Hongkong,132.51,Visa,Credit Card,HKD,FALSE,1D1N_1N,FALSE,1,0,0,0,0,0,0,05/09/2018,3471,,,2194
-9.18669E+18,22/09/2018 13:19,22/09/2018 00:00,23/09/2018 00:00,2096985,PH,18/03/2017 05:27,2,Guest House / Bed & Breakfast,Pay Now,6.9629E+18,Philippines,0,Philippines,1,0,0,1,PH,English,10.05,UNKNOWN,Credit Card,PHP,TRUE,1D100P,FALSE,0,0,0,0,0,0,0,,5653,,,1525
-9.18654E+18,09/08/2018 12:13,14/08/2018 00:00,15/08/2018 00:00,3091229,MY,02/11/2017 13:22,2,Hotel,Pay Now,6.92279E+18,Malaysia,0,Malaysia,2,0,0,1,BN,English,14.23,Visa,Credit Card,MYR,TRUE,3D100P,FALSE,,,,,,,,,4341,,,407